entity,rel,objt,pageTitle_entity,views_entity,pageTitle_objt,views_objt
Q105806948,P161,Q6791009,Napoleon (2023 film),30756,Matthew Needham,141843
Q105806948,P161,Q109743531,Napoleon (2023 film),30756,,
Q105806948,P161,Q112994270,Napoleon (2023 film),30756,,
Q105806948,P161,Q2895523,Napoleon (2023 film),30756,Ben Miles,479869
Q105806948,P161,Q14924032,Napoleon (2023 film),30756,Phil Cornwell,122326
Q105806948,P161,Q979114,Napoleon (2023 film),30756,Paul Rhys,265751
Q105806948,P161,Q4845536,Napoleon (2023 film),30756,Mark Bonnar,552351
Q105806948,P161,Q28131367,Napoleon (2023 film),30756,Davide Tucci,34835
Q105806948,P161,Q111182901,Napoleon (2023 film),30756,,
Q105806948,P161,Q106673495,Napoleon (2023 film),30756,Arthur McBain,3300
Q105806948,P161,Q112994469,Napoleon (2023 film),30756,,
Q105806948,P161,Q7407364,Napoleon (2023 film),30756,Sam Crane (actor),17967
Q105806948,P161,Q6851436,Napoleon (2023 film),30756,Miles Jupp,285948
Q105806948,P161,Q224782,Napoleon (2023 film),30756,Sinéad Cusack,612211
Q105806948,P161,Q208685,Napoleon (2023 film),30756,Rupert Everett,960434
Q105806948,P161,Q5052960,Napoleon (2023 film),30756,Catherine Walker (actor),138125
Q105806948,P161,Q99773366,Napoleon (2023 film),30756,Abubakar Salim,110654
Q105806948,P162,Q56005,Napoleon (2023 film),30756,Ridley Scott,2984041
Q105806948,P162,Q28536252,Napoleon (2023 film),30756,Kevin J. Walsh,21799
Q105806948,P462,Q22006653,Napoleon (2023 film),30756,,
Q105806948,P344,Q902080,Napoleon (2023 film),30756,Dariusz Wolski,73306
Q105806948,P921,Q517,Napoleon (2023 film),30756,Napoleon,10670102
Q105806948,P1657,Q18665344,Napoleon (2023 film),30756,,
Q105806948,P2061,Q24668302,Napoleon (2023 film),30756,,
Q105806948,P86,Q3295597,Napoleon (2023 film),30756,Martin Phipps,46642
Q105806948,P2554,Q710582,Napoleon (2023 film),30756,Arthur Max,6634
Q105806948,P2515,Q1683011,Napoleon (2023 film),30756,Janty Yates,6678
Q105806948,P7573,Q74434535,Napoleon (2023 film),30756,,
Q105806948,P2363,Q21571489,Napoleon (2023 film),30756,,
Q105806948,P136,Q17013749,Napoleon (2023 film),30756,Historical film,20920
Q105806948,P136,Q645928,Napoleon (2023 film),30756,Biographical film,316918
Q105806948,P136,Q652256,Napoleon (2023 film),30756,Epic film,356408
Q105806948,P136,Q319221,Napoleon (2023 film),30756,Adventure film,162301
Q105806948,P136,Q369747,Napoleon (2023 film),30756,War film,167382
Q105806948,P136,Q130232,Napoleon (2023 film),30756,Drama (film and television),644576
Q105806948,P2758,Q23817729,Napoleon (2023 film),30756,,
Q105806948,P2758,Q23817739,Napoleon (2023 film),30756,,
Q105806948,P1981,Q20644796,Napoleon (2023 film),30756,,
Q105806948,P3306,Q27253947,Napoleon (2023 film),30756,,
Q105806948,P2756,Q23790279,Napoleon (2023 film),30756,,
Q105806948,P3402,Q27915576,Napoleon (2023 film),30756,,
Q105806948,P8889,Q102108197,Napoleon (2023 film),30756,,
Q105806948,P825,Q37558,Napoleon (2023 film),30756,Border Terrier,204186
Q24890727,P495,Q17,Raindrop cake,29905,Japan,9298196
Q24890727,P279,Q5159627,Raindrop cake,29905,Confectionery,347569
Q24890727,P941,Q93218170,Raindrop cake,29905,,
Q22998395,P31,Q229390,Aquaman (film),28871,3D film,236256
Q22998395,P31,Q11424,Aquaman (film),28871,Film,2289880
Q22998395,P57,Q108047434,Aquaman (film),28871,James Wan,1602713
Q22998395,P161,Q315271,Aquaman (film),28871,Jason Momoa,6652482
Q22998395,P161,Q229166,Aquaman (film),28871,Amber Heard,4883375
Q22998395,P161,Q37459,Aquaman (film),28871,Nicole Kidman,4953840
Q22998395,P161,Q181678,Aquaman (film),28871,Dolph Lundgren,2825704
Q22998395,P161,Q351290,Aquaman (film),28871,Patrick Wilson,1776964
Q22998395,P161,Q188772,Aquaman (film),28871,Willem Dafoe,2873071
Q22998395,P161,Q28655334,Aquaman (film),28871,Yahya Abdul-Mateen II,827283
Q22998395,P161,Q529851,Aquaman (film),28871,Temuera Morrison,868252
Q22998395,P161,Q21290349,Aquaman (film),28871,Ludi Lin,228884
Q22998395,P161,Q1320615,Aquaman (film),28871,Michael Beach,580988
Q22998395,P161,Q609464,Aquaman (film),28871,Graham McTavish,805746
Q22998395,P495,Q30,Aquaman (film),28871,United States,22053058
Q22998395,P364,Q1860,Aquaman (film),28871,English language,7240470
Q22998395,P162,Q7176746,Aquaman (film),28871,Peter Safran,325035
Q22998395,P179,Q18281265,Aquaman (film),28871,DC Extended Universe,2892871
Q22998395,P136,Q188473,Aquaman (film),28871,Action film,693793
Q22998395,P136,Q319221,Aquaman (film),28871,Adventure film,162301
Q22998395,P136,Q1535153,Aquaman (film),28871,Superhero film,285083
Q22998395,P136,Q471839,Aquaman (film),28871,Science fiction film,415031
Q22998395,P136,Q157394,Aquaman (film),28871,Fantasy film,275651
Q22998395,P462,Q22006653,Aquaman (film),28871,,
Q22998395,P144,Q623059,Aquaman (film),28871,Aquaman,458105
Q22998395,P344,Q484980,Aquaman (film),28871,Don Burgess (cinematographer),45375
Q22998395,P58,Q8002695,Aquaman (film),28871,Will Beall,36028
Q22998395,P58,Q3703231,Aquaman (film),28871,David Leslie Johnson-McGoldrick,70533
Q22998395,P272,Q126399,Aquaman (film),28871,Warner Bros.,1505200
Q22998395,P272,Q17295785,Aquaman (film),28871,The Safran Company,76545
Q22998395,P750,Q8016302,Aquaman (film),28871,Warner Bros. Pictures,1345838
Q22998395,P750,Q1097348,Aquaman (film),28871,,
Q22998395,P750,Q907311,Aquaman (film),28871,Netflix,8285471
Q22998395,P1040,Q23876890,Aquaman (film),28871,,
Q22998395,P1431,Q139890,Aquaman (film),28871,Zack Snyder,1640556
Q22998395,P1431,Q2443440,Aquaman (film),28871,Deborah Snyder,173829
Q22998395,P1431,Q1376074,Aquaman (film),28871,Geoff Johns,160552
Q22998395,P915,Q7930680,Aquaman (film),28871,Village Roadshow Studios,15027
Q22998395,P915,Q48335,Aquaman (film),28871,Newfoundland (island),648652
Q22998395,P915,Q1002144,Aquaman (film),28871,"Southport, Queensland",38761
Q22998395,P915,Q6735931,Aquaman (film),28871,"Main Beach, Queensland",7213
Q22998395,P915,Q1922278,Aquaman (film),28871,Merzouga,48802
Q22998395,P915,Q16892162,Aquaman (film),28871,"Hastings Point, New South Wales",2853
Q22998395,P915,Q648987,Aquaman (film),28871,Erfoud,18319
Q22998395,P915,Q21956474,Aquaman (film),28871,,
Q22998395,P915,Q2468553,Aquaman (film),28871,"Amity, Queensland",2978
Q22998395,P86,Q932744,Aquaman (film),28871,Rupert Gregson-Williams,89419
Q22998395,P793,Q1256415,Aquaman (film),28871,Principal photography,430136
Q22998395,P767,Q746676,Aquaman (film),28871,Industrial Light & Magic,368300
Q22998395,P767,Q842482,Aquaman (film),28871,Wētā FX,133868
Q22998395,P767,Q7430045,Aquaman (film),28871,Scanline VFX,19761
Q22998395,P767,Q3866664,Aquaman (film),28871,Moving Picture Company,81915
Q22998395,P767,Q6823693,Aquaman (film),28871,Method Studios,17069
Q22998395,P767,Q261288,Aquaman (film),28871,Dolby,136958
Q22998395,P767,Q486269,Aquaman (film),28871,Kodak,582819
Q22998395,P1657,Q18665339,Aquaman (film),28871,,
Q22998395,P1434,Q18281265,Aquaman (film),28871,DC Extended Universe,2892871
Q22998395,P2363,Q21571488,Aquaman (film),28871,,
Q22998395,P840,Q724,Aquaman (film),28871,Maine,1622852
Q22998395,P840,Q3628233,Aquaman (film),28871,Atlantis (Aquaman),62171
Q22998395,P840,Q1460,Aquaman (film),28871,Sicily,1661651
Q22998395,P840,Q6583,Aquaman (film),28871,Sahara,1137571
Q22998395,P840,Q1239,Aquaman (film),28871,Indian Ocean,916708
Q22998395,P840,Q97,Aquaman (film),28871,Atlantic Ocean,1356405
Q22998395,P3216,Q26678733,Aquaman (film),28871,,
Q22998395,P3834,Q28980109,Aquaman (film),28871,,
Q22998395,P3402,Q27915575,Aquaman (film),28871,,
Q22998395,P3306,Q27253945,Aquaman (film),28871,,
Q22998395,P2061,Q24668302,Aquaman (film),28871,,
Q22998395,P2515,Q3200949,Aquaman (film),28871,Kym Barrett,6285
Q22998395,P2758,Q23817729,Aquaman (film),28871,,
Q22998395,P5150,Q52692411,Aquaman (film),28871,,
Q22998395,P5970,Q56887490,Aquaman (film),28871,,
Q22998395,P2684,Q23649983,Aquaman (film),28871,,
Q22998395,P2629,Q23301855,Aquaman (film),28871,,
Q22998395,P6658,Q62365366,Aquaman (film),28871,,
Q22998395,P437,Q723685,Aquaman (film),28871,Video on demand,808267
Q22998395,P5021,Q4165246,Aquaman (film),28871,Bechdel test,977842
Q22998395,P5021,Q105776216,Aquaman (film),28871,,
Q22998395,P8889,Q102108196,Aquaman (film),28871,,
Q22998395,P8411,Q8514,Aquaman (film),28871,Desert,917857
Q22998395,P8411,Q1145276,Aquaman (film),28871,Fictional country,49474
Q22998395,P8411,Q6619693,Aquaman (film),28871,,
Q22998395,P8411,Q39715,Aquaman (film),28871,Lighthouse,455283
Q22998395,P8411,Q11446,Aquaman (film),28871,Ship,497153
Q22998395,P6452,Q56902726,Aquaman (film),28871,,
Q22998395,P4437,Q42012503,Aquaman (film),28871,,
Q22998395,P5201,Q52382301,Aquaman (film),28871,,
Q22998395,P7573,Q74434531,Aquaman (film),28871,,
Q1381966,P31,Q4830453,Flipkart,28581,Business,1862917
Q1381966,P31,Q35127,Flipkart,28581,Website,11556519
Q1381966,P31,Q4382945,Flipkart,28581,Online shop,8194
Q1381966,P159,Q1355,Flipkart,28581,Bangalore,3007958
Q1381966,P169,Q17486463,Flipkart,28581,Binny Bansal,156726
Q1381966,P112,Q16215695,Flipkart,28581,Sachin Bansal,268396
Q1381966,P112,Q17486463,Flipkart,28581,Binny Bansal,156726
Q1381966,P452,Q484847,Flipkart,28581,E-commerce,2151059
Q1381966,P17,Q668,Flipkart,28581,India,367139855
Q1381966,P355,Q6110251,Flipkart,28581,Jabong.com,80952
Q1381966,P355,Q6947830,Flipkart,28581,Myntra,924307
Q1381966,P355,Q58024,Flipkart,28581,EBay,4073369
Q1381966,P355,Q7977213,Flipkart,28581,,
Q1381966,P355,Q30324297,Flipkart,28581,PhonePe,706099
Q1381966,P355,Q30635691,Flipkart,28581,MapmyIndia,57574
Q1381966,P1454,Q33685,Flipkart,28581,Limited company,183421
Q1381966,P749,Q483551,Flipkart,28581,Walmart,6059505
Q1381966,P127,Q483551,Flipkart,28581,Walmart,6059505
Q1381966,P740,Q1355,Flipkart,28581,Bangalore,3007958
Q1381966,P750,Q368215,Flipkart,28581,App Store (Apple),452539
Q1381966,P400,Q48493,Flipkart,28581,IOS,4781404
Q110732481,P31,Q11424,Freelance (2023 film),27662,Film,2289880
Q110732481,P57,Q1356708,Freelance (2023 film),27662,Pierre Morel,67752
Q110732481,P1657,Q18665344,Freelance (2023 film),27662,,
Q110732481,P136,Q2678111,Freelance (2023 film),27662,Action comedy,50421
Q110732481,P161,Q44437,Freelance (2023 film),27662,John Cena,5974482
Q110732481,P161,Q235328,Freelance (2023 film),27662,Alison Brie,3035741
Q110732481,P161,Q1269056,Freelance (2023 film),27662,Juan Pablo Raba,158913
Q110732481,P161,Q232786,Freelance (2023 film),27662,Alice Eve,1276700
Q110732481,P161,Q315118,Freelance (2023 film),27662,Marton Csokas,594329
Q110732481,P161,Q204590,Freelance (2023 film),27662,Christian Slater,1600798
Q110732481,P344,Q580810,Freelance (2023 film),27662,Thierry Arbogast,12270
Q110732481,P495,Q30,Freelance (2023 film),27662,United States,22053058
Q110732481,P364,Q1860,Freelance (2023 film),27662,English language,7240470
Q110732481,P86,Q30018292,Freelance (2023 film),27662,Elliot Leung,12407
Q110732481,P86,Q352395,Freelance (2023 film),27662,Geoff Zanelli,32090
Q110732481,P750,Q2702789,Freelance (2023 film),27662,Relativity Media,260053
Q110732481,P462,Q22006653,Freelance (2023 film),27662,,
Q110732481,P1981,Q20644796,Freelance (2023 film),27662,,
Q110732481,P2363,Q21571489,Freelance (2023 film),27662,,
Q110732481,P8889,Q102108196,Freelance (2023 film),27662,,
Q110732481,P3402,Q27915575,Freelance (2023 film),27662,,
Q110732481,P58,Q123569605,Freelance (2023 film),27662,,
Q110732481,P162,Q95740014,Freelance (2023 film),27662,,
Q110732481,P162,Q95795388,Freelance (2023 film),27662,,
Q110732481,P272,Q107348977,Freelance (2023 film),27662,AGC Studios,31635
Q110732481,P1040,Q123569636,Freelance (2023 film),27662,,
Q110732481,P3306,Q27253947,Freelance (2023 film),27662,,
Q2150,P1424,Q6313333,January 1,26568,Wikipedia:Selected anniversaries/January 1,None
Q2150,P31,Q14795564,January 1,26568,,
Q2150,P31,Q73187956,January 1,26568,,
Q2150,P361,Q108,January 1,26568,January,622216
Q2150,P279,Q34812,January 1,26568,New Year,757616
Q2150,P279,Q11186375,January 1,26568,,
Q2150,P279,Q115675388,January 1,26568,,
Q2150,P910,Q7007823,January 1,26568,,
Q2150,P155,Q12481,January 1,26568,January 0,30766
Q2150,P2894,Q132,January 1,26568,Sunday,396618
Q2150,P2894,Q105,January 1,26568,Monday,288374
Q2150,P2894,Q127,January 1,26568,Tuesday,490251
Q2150,P2894,Q128,January 1,26568,Wednesday,379971
Q2150,P2894,Q129,January 1,26568,Thursday,328634
Q2150,P2894,Q130,January 1,26568,Friday,297477
Q2150,P2894,Q131,January 1,26568,Saturday,333125
Q2150,P1269,Q3921889,January 1,26568,,
Q123267372,P31,Q11424,Mangalavaaram,27515,Film,2289880
Q123267372,P57,Q104471454,Mangalavaaram,27515,Ajay Bhupathi,103361
Q123267372,P86,Q20740539,Mangalavaaram,27515,B. Ajaneesh Loknath,129053
Q123267372,P161,Q16734901,Mangalavaaram,27515,Payal Rajput,276371
Q123267372,P161,Q14829512,Mangalavaaram,27515,Nandita Swetha,296823
Q123267372,P161,Q27662972,Mangalavaaram,27515,Divya Pillai,267499
Q123267372,P161,Q97062228,Mangalavaaram,27515,,
Q123267372,P161,Q89293029,Mangalavaaram,27515,,
Q123267372,P161,Q4699893,Mangalavaaram,27515,Ajmal Ameer,206330
Q123267372,P161,Q16727900,Mangalavaaram,27515,Chaitanya Krishna,123382
Q123267372,P161,Q27657032,Mangalavaaram,27515,Priyadarshi Pulikonda,242756
Q123267372,P161,Q24702564,Mangalavaaram,27515,Shravan Reddy,81503
Q123267372,P161,Q96316776,Mangalavaaram,27515,Ajay Ghosh,131232
Q123267372,P161,Q107261293,Mangalavaaram,27515,Ravindra Vijay,117294
Q123267372,P7573,Q74434540,Mangalavaaram,27515,,
Q123267372,P6452,Q56902855,Mangalavaaram,27515,,
Q123267372,P495,Q668,Mangalavaaram,27515,India,367139855
Q123267372,P364,Q8097,Mangalavaaram,27515,Telugu language,2081185
Q918,P277,Q2005,Twitter,26203,JavaScript,4837942
Q918,P277,Q161053,Twitter,26203,Ruby (programming language),659389
Q918,P277,Q460584,Twitter,26203,Scala (programming language),326881
Q918,P277,Q251,Twitter,26203,Java (programming language),3122153
Q918,P31,Q3220391,Twitter,26203,Social networking service,526619
Q918,P31,Q92438,Twitter,26203,Microblogging,131336
Q918,P31,Q122759350,Twitter,26203,,
Q918,P31,Q6576792,Twitter,26203,Online community,88489
Q918,P31,Q118140435,Twitter,26203,,
Q918,P910,Q8963141,Twitter,26203,Category:Twitter,4023
Q918,P1343,Q17290934,Twitter,26203,,
Q918,P1687,P2002,Twitter,26203,,
Q918,P1687,P6552,Twitter,26203,,
Q918,P1687,P5933,Twitter,26203,,
Q918,P1687,P8672,Twitter,26203,,
Q918,P1687,P10804,Twitter,26203,,
Q918,P1687,P10767,Twitter,26203,,
Q918,P112,Q335552,Twitter,26203,Jack Dorsey,1737634
Q918,P112,Q6596009,Twitter,26203,Noah Glass,778241
Q918,P112,Q879247,Twitter,26203,Biz Stone,784471
Q918,P112,Q561960,Twitter,26203,Evan Williams (Internet entrepreneur),179831
Q918,P17,Q30,Twitter,26203,United States,22053058
Q918,P1424,Q6741634,Twitter,26203,Template:Twitter,3162
Q918,P4290,Q41689563,Twitter,26203,,
Q918,P5008,Q54439832,Twitter,26203,,
Q918,P5008,Q6173448,Twitter,26203,Wikipedia:Vital articles/Level/4,None
Q918,P170,Q335552,Twitter,26203,Jack Dorsey,1737634
Q918,P1889,Q399793,Twitter,26203,Tweeter,81324
Q918,P1889,Q1390577,Twitter,26203,"Twitter, Inc.",3249261
Q918,P1889,Q30686532,Twitter,26203,X.com (bank),257112
Q918,P1889,Q123691925,Twitter,26203,,
Q918,P1889,Q87570555,Twitter,26203,𝕏,5917
Q918,P1889,Q9968,Twitter,26203,X,1308496
Q918,P159,Q62,Twitter,26203,San Francisco,2995600
Q918,P50,Q335552,Twitter,26203,Jack Dorsey,1737634
Q918,P50,Q561960,Twitter,26203,Evan Williams (Internet entrepreneur),179831
Q918,P50,Q879247,Twitter,26203,Biz Stone,784471
Q918,P452,Q202833,Twitter,26203,Social media,3208694
Q918,P400,Q6368,Twitter,26203,Web browser,2330703
Q918,P793,Q66439731,Twitter,26203,,
Q918,P793,Q111725317,Twitter,26203,Acquisition of Twitter by Elon Musk,701309
Q918,P2283,Q100601019,Twitter,26203,,
Q918,P407,Q20923490,Twitter,26203,Multiple languages,678
Q918,P7228,Q107459441,Twitter,26203,,
Q918,P6954,Q107459441,Twitter,26203,,
Q918,P479,Q7987,Twitter,26203,Computer mouse,866764
Q918,P479,Q250,Twitter,26203,Computer keyboard,1199781
Q918,P913,Q87570555,Twitter,26203,𝕏,5917
Q918,P913,Q109690801,Twitter,26203,,
Q918,P275,Q13785927,Twitter,26203,Apache-2.0,1697
Q918,P2184,Q16927708,Twitter,26203,Timeline of Twitter,21149
Q918,P169,Q115655652,Twitter,26203,Linda Yaccarino,1155185
Q918,P127,Q117617480,Twitter,26203,X Corp.,1296410
Q918,P127,Q317521,Twitter,26203,Elon Musk,18694465
Q918,P127,Q1390577,Twitter,26203,"Twitter, Inc.",3249261
Q918,P127,Q17239559,Twitter,26203,,
Q918,P127,Q782242,Twitter,26203,Odeo,347711
Q918,P123,Q117617480,Twitter,26203,X Corp.,1296410
Q918,P123,Q1390577,Twitter,26203,"Twitter, Inc.",3249261
Q918,P137,Q117617480,Twitter,26203,X Corp.,1296410
Q918,P137,Q1390577,Twitter,26203,"Twitter, Inc.",3249261
Q918,P178,Q117617480,Twitter,26203,X Corp.,1296410
Q918,P178,Q1390577,Twitter,26203,"Twitter, Inc.",3249261
Q918,P6364,Q838368,Twitter,26203,Black-and-white,243672
Q918,P6364,Q1088,Twitter,26203,Blue,1278463
Q918,P6364,Q23444,Twitter,26203,White,1535582
Q918,P750,Q135288,Twitter,26203,Microsoft Store,159554
Q918,P437,Q54820071,Twitter,26203,,
Q918,P366,Q3972943,Twitter,26203,Publishing,279657
Q918,P366,Q1145523,Twitter,26203,Collaboration,232447
Q918,P366,Q11024,Twitter,26203,Communication,1612132
Q918,P366,Q123819226,Twitter,26203,,
Q918,P366,Q459221,Twitter,26203,Sharing,62172
Q918,P366,Q275969,Twitter,26203,Crowdsourcing,241722
Q918,P366,Q92438,Twitter,26203,Microblogging,131336
Q918,P2959,Q126022120,Twitter,26203,,
Q110367996,P178,Q110368005,Wordle,28210,Josh Wardle,283410
Q110367996,P136,Q15220419,Wordle,28210,Word game,68823
Q110367996,P136,Q6533560,Wordle,28210,,
Q110367996,P400,Q6368,Wordle,28210,Web browser,2330703
Q110367996,P400,Q620615,Wordle,28210,Mobile app,647036
Q110367996,P2283,Q30751200,Wordle,28210,,
Q110367996,P407,Q1860,Wordle,28210,English language,7240470
Q110367996,P127,Q2529982,Wordle,28210,The New York Times Company,285793
Q110367996,P127,Q110368005,Wordle,28210,Josh Wardle,283410
Q110367996,P123,Q9684,Wordle,28210,The New York Times,2096827
Q110367996,P921,Q8034327,Wordle,28210,Word guessing,1014
Q110367996,P943,Q110368005,Wordle,28210,Josh Wardle,283410
Q110367996,P404,Q208850,Wordle,28210,Single-player video game,1682273
Q110367996,P4151,Q8034327,Wordle,28210,Word guessing,1014
Q110367996,P479,Q250,Wordle,28210,Computer keyboard,1199781
Q110367996,P479,Q7987,Wordle,28210,Computer mouse,866764
Q110367996,P7936,Q1414510,Wordle,28210,Free-to-play,176231
Q110367996,P495,Q30,Wordle,28210,United States,22053058
Q110367996,P138,Q8171,Wordle,28210,Word,299805
Q110367996,P138,Q110368005,Wordle,28210,Josh Wardle,283410
Q110367996,P437,Q36774,Wordle,28210,Web page,533178
Q110367996,P750,Q9684,Wordle,28210,The New York Times,2096827
Q110367996,P275,Q3238057,Wordle,28210,Proprietary license,14884
Q110367996,P1889,Q113009581,Wordle,28210,,
Q110367996,P361,Q124287090,Wordle,28210,The New York Times Games,None
Q110367996,P31,Q848991,Wordle,28210,Browser game,211166
Q12003,P358,Q1070182,Cher,25442,Cher discography,3336
Q12003,P106,Q33999,Cher,25442,Actor,645309
Q12003,P106,Q177220,Cher,25442,Singer,62751
Q12003,P106,Q948329,Cher,25442,Character actor,316302
Q12003,P106,Q10798782,Cher,25442,Television actor,7025
Q12003,P106,Q10800557,Cher,25442,Film actor,16438
Q12003,P106,Q55960555,Cher,25442,,
Q12003,P27,Q30,Cher,25442,United States,22053058
Q12003,P19,Q495369,Cher,25442,"El Centro, California",133400
Q12003,P463,Q907445,Cher,25442,Sonny & Cher,473978
Q12003,P463,Q83551763,Cher,25442,,
Q12003,P463,Q30907135,Cher,25442,,
Q12003,P910,Q8357768,Cher,25442,Category:Cher,807
Q12003,P31,Q5,Cher,25442,Human,3666034
Q12003,P166,Q1044427,Cher,25442,Primetime Emmy Awards,623983
Q12003,P166,Q103618,Cher,25442,Academy Award for Best Actress,1410824
Q12003,P166,Q41254,Cher,25442,Grammy Awards,1279183
Q12003,P166,Q1738793,Cher,25442,Kennedy Center Honors,350266
Q12003,P166,Q179808,Cher,25442,Palme d'Or,708088
Q12003,P166,Q10294045,Cher,25442,Hasty Pudding Woman of the Year,22643
Q12003,P166,Q5513594,Cher,25442,GLAAD Vanguard Award,7586
Q12003,P166,Q596294,Cher,25442,Golden Globe Award for Best Television Series – Musical or Comedy,44276
Q12003,P166,Q822907,Cher,25442,Golden Globe Award for Best Supporting Actress – Motion Picture,104525
Q12003,P166,Q5579497,Cher,25442,Golden Globe Award for Best Actress – Musical or Comedy,265
Q12003,P136,Q484641,Cher,25442,Pop rock,640163
Q12003,P136,Q20502,Cher,25442,House music,610503
Q12003,P136,Q58339,Cher,25442,Disco,823185
Q12003,P136,Q11399,Cher,25442,Rock music,1471071
Q12003,P136,Q316930,Cher,25442,Dance music,271128
Q12003,P136,Q43343,Cher,25442,Folk music,739144
Q12003,P136,Q186472,Cher,25442,Folk rock,302972
Q12003,P26,Q503264,Cher,25442,Gregg Allman,1112769
Q12003,P26,Q179150,Cher,25442,Sonny Bono,1413152
Q12003,P412,Q37137,Cher,25442,Contralto,493382
Q12003,P1411,Q106301,Cher,25442,Academy Award for Best Supporting Actress,790062
Q12003,P1411,Q103618,Cher,25442,Academy Award for Best Actress,1410824
Q12003,P1411,Q628637,Cher,25442,European Film Academy Lux Award,2715
Q12003,P25,Q4348188,Cher,25442,Georgia Holt,594672
Q12003,P40,Q1329372,Cher,25442,Elijah Blue Allman,1299865
Q12003,P40,Q979387,Cher,25442,Chaz Bono,1593896
Q12003,P69,Q6904590,Cher,25442,Montclair College Preparatory School,32847
Q12003,P69,Q5503182,Cher,25442,Fresno High School,9429
Q12003,P69,Q7721887,Cher,25442,Center for Early Education,27023
Q12003,P1412,Q1860,Cher,25442,English language,7240470
Q12003,P1412,Q7976,Cher,25442,American English,908541
Q12003,P264,Q843402,Cher,25442,Warner Bros. Records,150785
Q12003,P264,Q585643,Cher,25442,Atco Records,55693
Q12003,P264,Q202440,Cher,25442,Atlantic Records,633046
Q12003,P264,Q183387,Cher,25442,Columbia Records,784444
Q12003,P264,Q21077,Cher,25442,Warner Music Group,464678
Q12003,P264,Q1046707,Cher,25442,Casablanca Records,132672
Q12003,P264,Q212699,Cher,25442,Geffen Records,410094
Q12003,P264,Q2338889,Cher,25442,MCA Records,149612
Q12003,P264,Q1660305,Cher,25442,Imperial Records,19192
Q12003,P264,Q645889,Cher,25442,Reprise Records,159195
Q12003,P264,Q1728690,Cher,25442,Kapp Records,11988
Q12003,P264,Q1542119,Cher,25442,United Artists Records,45543
Q12003,P3373,Q5535853,Cher,25442,Georganne LaPiere,60069
Q12003,P1424,Q6872197,Cher,25442,Template:Cher,567
Q12003,P1283,Q860496,Cher,25442,Cher filmography,137904
Q12003,P1303,Q17172850,Cher,25442,,
Q12003,P21,Q6581072,Cher,25442,Female (gender),2194
Q12003,P735,Q3667202,Cher,25442,Cherilyn,None
Q12003,P7084,Q8453320,Cher,25442,Category:Films directed by Cher,213
Q12003,P1343,Q67311526,Cher,25442,,
Q12003,P937,Q30,Cher,25442,United States,22053058
Q12003,P734,Q36994654,Cher,25442,,
Q12003,P102,Q29552,Cher,25442,Democratic Party (United States),3141059
Q12003,P1327,Q503264,Cher,25442,Gregg Allman,1112769
Q12003,P1327,Q179150,Cher,25442,Sonny Bono,1413152
Q12003,P1889,Q1070238,Cher,25442,Cher (disambiguation),4570
Q12003,P22,Q108856869,Cher,25442,,
Q12003,P3448,Q108862204,Cher,25442,,
Q12003,P103,Q7976,Cher,25442,American English,908541
Q12003,P6886,Q1860,Cher,25442,English language,7240470
Q12003,P10527,Q50920401,Cher,25442,,
Q12003,P5008,Q6173448,Cher,25442,Wikipedia:Vital articles/Level/4,None
Q12003,P1050,Q132971,Cher,25442,Dyslexia,1425318
Q12003,P6275,Q373087,Cher,25442,"American Society of Composers, Authors and Publishers",85753
Q12003,P9793,Q6566753,Cher,25442,List of Cher concerts,20056
Q1623403,P910,Q8520631,Hogmanay,25413,Category:Hogmanay,965
Q1623403,P31,Q1445650,Hogmanay,25413,Holiday,304532
Q1623403,P17,Q145,Hogmanay,25413,United Kingdom,13063684
Q1623403,P2341,Q22,Hogmanay,25413,Scotland,3715416
Q1623403,P837,Q2912,Hogmanay,25413,December 31,166334
Q1623403,P2922,Q126,Hogmanay,25413,December,521382
Q1623403,P1343,Q867541,Hogmanay,25413,Encyclopædia Britannica Eleventh Edition,178970
Q100704907,P31,Q11424,Tiger 3,24315,Film,2289880
Q100704907,P495,Q668,Tiger 3,24315,India,367139855
Q100704907,P136,Q188473,Tiger 3,24315,Action film,693793
Q100704907,P136,Q2297927,Tiger 3,24315,Spy film,200951
Q100704907,P136,Q1054574,Tiger 3,24315,Romance film,569732
Q100704907,P136,Q2484376,Tiger 3,24315,Thriller film,369142
Q100704907,P364,Q1568,Tiger 3,24315,Hindi,2096887
Q100704907,P58,Q357608,Tiger 3,24315,Aditya Chopra,2637994
Q100704907,P57,Q6748387,Tiger 3,24315,Maneesh Sharma,565966
Q100704907,P161,Q9543,Tiger 3,24315,Salman Khan,6388700
Q100704907,P161,Q9550,Tiger 3,24315,Katrina Kaif,4114411
Q100704907,P161,Q3053437,Tiger 3,24315,Emraan Hashmi,1554018
Q100704907,P161,Q277996,Tiger 3,24315,Revathi,667071
Q100704907,P161,Q3523130,Tiger 3,24315,Simran (actress),917840
Q100704907,P161,Q7332371,Tiger 3,24315,Riddhi Dogra,1383514
Q100704907,P161,Q21672994,Tiger 3,24315,Vishal Jethwa,410922
Q100704907,P161,Q23762752,Tiger 3,24315,Kumud Mishra,458616
Q100704907,P161,Q3595440,Tiger 3,24315,Ranvir Shorey,313206
Q100704907,P161,Q4661497,Tiger 3,24315,Aamir Bashir,313628
Q100704907,P161,Q5528059,Tiger 3,24315,Gavie Chahal,194514
